x,y,polygon_id,image_id,class_selected,class_AI
239.59370804742576,159.6377800495975,4,2,Berlin,Berlin
239.59370804742576,159.6377800495975,4,2,Berlin,Berlin
239.59370804742576,159.6377800495975,4,2,Berlin,Berlin
110.41773477806535,297.3826646817264,4,2,Berlin,Berlin
110.41773477806535,297.3826646817264,4,2,Berlin,Berlin
110.41773477806535,297.3826646817264,4,2,Berlin,Berlin
377.300170117593,330.2951592398457,4,2,Berlin,Berlin
377.300170117593,330.2951592398457,4,2,Berlin,Berlin
377.300170117593,330.2951592398457,4,2,Berlin,Berlin
