x,y,polygon_id,name
214.1576395,3.930300389,3,polygon 1
5.324982382,440.0638087,3,polygon 1
438.6172301,442.9050693,3,polygon 1
279.5066342,3.930300389,4,polygon 1
441.4584907,225.5486303,4,polygon 1
438.6172301,3.930300389,4,polygon 1
