"x","y","polygon_id","name","is_complete"
279.6171875,176.359375,1,"polygon 4",FALSE
280.6171875,286.359375,1,"polygon 4",FALSE
435.6171875,296.359375,1,"polygon 4",FALSE
437.6171875,183.359375,1,"polygon 4",FALSE
