"x","y","polygon_id","name"
236.276717303363,128.571419813196,1,"polygon 2"
272.276714851058,107.571421243707,1,"polygon 2"
382.276707357903,95.5714220611421,1,"polygon 2"
393.276706608588,120.571420358152,1,"polygon 2"
410.276705450555,123.571420153794,1,"polygon 2"
421.276704701239,137.571419200119,1,"polygon 2"
428.276704224402,138.571419132,1,"polygon 2"
426.276704360641,159.571417701488,1,"polygon 2"
321.276711513198,171.571416884053,1,"polygon 2"
284.276714033623,164.57141736089,1,"polygon 2"
256.276715940972,164.57141736089,1,"polygon 2"
