ImageID,IoU
"img_31.7669466579185,35.18866178896248_12",0.013507809202195019
"img_31.769483641778468,35.208508008005516_16",0.3172706370024936
"img_53.54144812039654,10.002760591018308_82",0.15954797125595327
"img_53.57618788518071,10.025637821746491_95",0.08844092130415603
"img_53.57817928019207,10.061277759071789_96",0.3807588993476445
