"x","y","polygon_id","name"
235.600006103516,129.862493896484,1,"polygon 1"
187.600006103516,176.862493896484,1,"polygon 1"
150.600006103516,140.862493896484,1,"polygon 1"
122.600006103516,71.8624938964844,1,"polygon 1"
80.6000061035156,31.8624938964844,1,"polygon 1"
102.600006103516,14.8624938964844,1,"polygon 1"
148.600006103516,22.8624938964844,1,"polygon 1"
162.600006103516,24.8624938964844,1,"polygon 1"
172.600006103516,26.8624938964844,1,"polygon 1"
178.600006103516,20.8624938964844,1,"polygon 1"
213.600006103516,34.8624938964844,1,"polygon 1"
235.600006103516,76.8624938964844,1,"polygon 1"
244.600006103516,103.862497711182,2,"polygon 1"
350.600006103516,0.862497711181618,2,"polygon 1"
376.600006103516,6.86249771118162,2,"polygon 1"
385.600006103516,0.862497711181618,2,"polygon 1"
446.600006103516,0.862497711181618,2,"polygon 1"
445.600006103516,185.862497711182,2,"polygon 1"
424.600006103516,194.862497711182,2,"polygon 1"
412.600006103516,208.862497711182,2,"polygon 1"
410.600006103516,219.862497711182,2,"polygon 1"
409.600006103516,227.862497711182,2,"polygon 1"
424.600006103516,235.862497711182,2,"polygon 1"
414.600006103516,245.862497711182,2,"polygon 1"
404.600006103516,253.862497711182,2,"polygon 1"
332.600006103516,241.862497711182,2,"polygon 1"
350.600006103516,198.862497711182,2,"polygon 1"
346.600006103516,170.862497711182,2,"polygon 1"
340.600006103516,149.862497711182,2,"polygon 1"
337.600006103516,136.862497711182,2,"polygon 1"
310.600006103516,132.862497711182,2,"polygon 1"
290.600006103516,140.862497711182,2,"polygon 1"
272.600006103516,147.862497711182,2,"polygon 1"
243.600006103516,124.862497711182,2,"polygon 1"
178.600006103516,444.862497711182,3,"polygon 1"
204.600006103516,350.862497711182,3,"polygon 1"
195.600006103516,318.862497711182,3,"polygon 1"
135.600006103516,290.862497711182,3,"polygon 1"
57.6000061035156,286.862497711182,3,"polygon 1"
0.600006103515625,313.862497711182,3,"polygon 1"
3.60000610351562,437.862497711182,3,"polygon 1"
