"x","y","polygon_id","name"
261.600006103516,126.862497711182,1,"polygon 3"
351.600006103516,123.862497711182,1,"polygon 3"
355.600006103516,158.862497711182,1,"polygon 3"
348.600006103516,210.862497711182,1,"polygon 3"
303.600006103516,210.862497711182,1,"polygon 3"
291.600006103516,178.862497711182,1,"polygon 3"
264.600006103516,179.862497711182,1,"polygon 3"
257.600006103516,197.862497711182,1,"polygon 3"
247.600006103516,189.862497711182,1,"polygon 3"
232.600006103516,198.862497711182,1,"polygon 3"
222.600006103516,206.862497711182,1,"polygon 3"
213.600006103516,194.862497711182,1,"polygon 3"
198.600006103516,193.862497711182,1,"polygon 3"
194.600006103516,176.862497711182,1,"polygon 3"
211.600006103516,173.862497711182,1,"polygon 3"
225.600006103516,174.862497711182,1,"polygon 3"
252.600006103516,182.862497711182,1,"polygon 3"
248.600006103516,160.862497711182,1,"polygon 3"
